order,ObjectID,ObjectName,CollectionID,Collection,DateBeginYear,DateEndYear,DateText,Title,Classification,Creator,PrimaryImage
118,1576,paintings,7,18th and 19th Century Art,1849,1849,1849,His Excellency The Prince Metternich,Painting & Drawing,"Henry Wyndham Phillips (English, 1820-1868)",http://static.thewalters.org/images/PL2_37.769_Fnt_BW_H41.jpg
119,1577,kakemono; scroll paintings,1,East Asian Art,1664,1664,1664,"Pine Tree, White Hawk, and Rock",Painting & Drawing,"Lan Ying (Chinese, 1585-after 1664)",http://static.thewalters.org/images/PL1_35.6_Fnt_TR_T90III.jpg
120,1582,triptychs; paintings,12,Medieval Art,1328,1360,ca. 1340-1348,"Virgin and Child, with the Crucifixion and the Annunciation, and the Coronation of the Virgin and the Presentation in the Temple",Painting & Drawing,"Circle of Ferrer Bassa (Spanish, ca. 1290-1348)",http://static.thewalters.org/images/PS1_37.468_ATFnt_DD_T11.jpg
121,1589,oil paintings (visual works),7,18th and 19th Century Art,1824,1848,ca. 1836,The Suicide,Painting & Drawing,"Alexandre-Gabriel Decamps (French, 1803-1860)",http://static.thewalters.org/images/PL1_37.42_Fnt_TR_T99IV.jpg
122,1603,woodblock prints,1,East Asian Art,1852,1852,1852,Tokaido Gojusan Tsugi no Uchi,Prints,"Utagawa Toyokuni III (Japanese, 1786-1864)",http://static.thewalters.org/images/PS3_95.758_Fnt_DD_JP09.jpg
123,1611,color woodcuts,1,East Asian Art,1855,1855,1855,Fight Scene with Higuchi Jiro Kenko,Prints,"Utagawa Toyokuni III (Japanese, 1786-1864)",http://static.thewalters.org/images/PS3_95.127_Fnt_DD_JP09.jpg
124,1621,albums (books); paintings,1,East Asian Art,1900,1915,1900-1915,Album of 8 Paintings,Painting & Drawing,"Ban Jiaoshi (Chinese, active early 20th century)",http://static.thewalters.org/images/PS1_35.105_Fnt_DD_T09.jpg
125,1622,oil paintings (visual works),8,Renaissance and Baroque Art,1600,1620,1600-1620,Temptation of St. Francis of Assisi,Painting & Drawing,Venetian (Italian),http://static.thewalters.org/images/PL7_37.295_Fnt_BW.jpg
126,1627,oil paintings (visual works); panel paintings,8,Renaissance and Baroque Art,1506,1506,1506,Madonna and Child Enthroned with Saints,Painting & Drawing,"Michele di Luca dei Coltellini (Italian, ca. 1480-1543)",http://static.thewalters.org/images/PL1_37.880_Fnt_TR_T05IV.jpg
127,1642,oil paintings (visual works); portraits,7,18th and 19th Century Art,1860,1860,1860,Portrait of Asher B. Durand,Painting & Drawing,"Charles Loring Elliott (American, 1812-1868)",http://static.thewalters.org/images/PS1_37.70_Fnt_DD_T13.jpg
128,1679,sketches; drawings; leaf,7,18th and 19th Century Art,1800,1899,19th century,Four Sketches of a Lion Attacking a Horseman,Painting & Drawing,"Antoine-Louis Barye (French, 1795 - 1875)",http://static.thewalters.org/images/PL2_37.2045_Fnt_BW.jpg
129,1694,oil paintings (visual works); tondi,8,Renaissance and Baroque Art,1515,1530,1515-1530,Madonna and Child,Painting & Drawing,"Follower of Giuliano Bugiardini (Italian, 1475-1554)",http://static.thewalters.org/images/PL7_37.1044_Fnt_BW.jpg
130,1727,albums (books); drawings; watercolors,7,18th and 19th Century Art,1825,1870,1825-1870,A Stickler For the Letter of the Law,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2468.43_Fnt_DD_KI13.jpg
131,1740,color woodcuts,1,East Asian Art,1898,1898,1898,Nogaku zue,Prints,"Sakamaki Kogyo (Japanese, 1869-1927)",http://static.thewalters.org/images/PS3_95.797_Fnt_DD_JP09.jpg
132,1742,oil paintings (visual works),8,Renaissance and Baroque Art,1485,1523,1485-1523,Madonna and Child,Painting & Drawing,"Bartolomeo Montagna (Italian, ca. 1450-1523)",http://static.thewalters.org/images/PS1_37.1036_Fnt_DD_T10.jpg
133,1755,drawings (visual works),7,18th and 19th Century Art,1859,1859,1859,Woman with Two Children by a Window,Painting & Drawing,"Eastman Johnson (American, 1824-1906)",http://static.thewalters.org/images/PS1_37.1414_Fnt_DD_T13.jpg
134,1773,woodblock prints,1,East Asian Art,1815,1815,1815,Leaf from Hokusai Manga,Prints,"Hokusai Katsushika (Japanese, 1760-1849)",http://static.thewalters.org/images/PS3_95.662_Fnt_DD_JP09.jpg
135,1809,watercolors (paintings),7,18th and 19th Century Art,1863,1863,1863,Vase of Holly,Painting & Drawing,"L\xc3\xa9on Bonvin (French, 1834-1866)",http://static.thewalters.org/images/PL7_37.1662_Fnt_TR_T04.jpg
136,1815,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,Crossing the Divide,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.1940.132_Fnt_DD_KI13.jpg
137,1821,oil paintings (visual works); panel paintings,8,Renaissance and Baroque Art,1515,1540,1515-1540,Mary Magdalen,Painting & Drawing,"Workshop of Giampietrino (Italian, active ca. 1520-1540)",http://static.thewalters.org/images/PL7_37.1093_Fnt_BW.jpg
138,1828,albums (books),1,East Asian Art,0,0,n.d.,Leaf from Album Depicting Small Birds,Painting & Drawing,Japanese,http://static.thewalters.org/images/PS1_35.172.18_Fnt_DD_T09.jpg
139,1848,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,Buffalo Chase by a Female,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PL7_37.1940.90_Fnt_TR.jpg
140,1854,drawings (visual works),7,18th and 19th Century Art,1810,1874,mid 19th century,Venice,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2726_Fnt_DD_KI13.jpg
141,1876,color woodcuts,1,East Asian Art,1898,1898,1898,Nogaku zue,Prints,"Sakamaki Kogyo (Japanese, 1869-1927)",http://static.thewalters.org/images/PS3_95.236_Fnt_DD_JP09.jpg
142,1882,albums (books); drawings; watercolors,7,18th and 19th Century Art,1825,1870,1825-1870,Gen Duff Green,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2510.15_Fnt_DD_KI13.jpg
143,1885,color woodcuts,1,East Asian Art,1898,1898,1898,Nogaku zue,Prints,"Sakamaki Kogyo (Japanese, 1869-1927)",http://static.thewalters.org/images/PS3_95.237_Fnt_DD_JP09.jpg
144,1888,paintings,8,Renaissance and Baroque Art,1601,1700,17th century,Judith Showing the Head of Holofernes to the People,Painting & Drawing,Venetian (Italian),http://static.thewalters.org/images/PL7_37.1135_Fnt_BW.jpg
145,1923,color woodcuts,1,East Asian Art,1789,1813,ca. 1801,[Untitled Tokaido series],Prints,"Hokusai Katsushika (Japanese, 1760-1849)",http://static.thewalters.org/images/PS3_95.147_Fnt_DD_JP09.jpg
146,1939,albums (books); paintings; folios (leaves),1,East Asian Art,1876,1876,1876,"Leaf from Album Depicting Birds, Flowers, Landscapes, and Flower Pots",Painting & Drawing,"Yoshizawa Setsuan (Japanese, 1809-1889)",http://static.thewalters.org/images/PS3_35.174.5A_Fnt_DD_T09.jpg
147,1946,color woodcuts,1,East Asian Art,1864,1864,1864,Chushin gishi meimei den,Prints,"Yoshitora (Japanese, active ca. 1850-1880)",http://static.thewalters.org/images/PS3_95.462_Fnt_DD_JP09.jpg
148,1952,paintings,7,18th and 19th Century Art,1868,1892,ca. 1880,View of Saint-Mamm\xc3\xa8s,Painting & Drawing,"Alfred Sisley (French and British, 1839-1899)",http://static.thewalters.org/images/PL1_37.355_Fnt_TR_T03V.jpg
149,1957,albums (books); paintings; folios (leaves),1,East Asian Art,1876,1876,1876,"Leaf from Album Depicting Birds, Flowers, Landscapes, and Flower Pots",Painting & Drawing,"Yoshizawa Setsuan (Japanese, 1809-1889)",http://static.thewalters.org/images/PS3_35.174.17A_Fnt_DD_T09.jpg
150,1961,paintings,8,Renaissance and Baroque Art,1601,1700,17th century,Genre Scene: A Merry Party,Painting & Drawing,"Abraham van Westervelt (Dutch, 1620/1-1692)",http://static.thewalters.org/images/PL2_37.794_fnt_BW_H77.jpg
151,1977,color woodcuts,1,East Asian Art,1851,1851,1851,Shiguregusa,Prints,"Konishi Hirosada (Japanese, 1810-1864)",http://static.thewalters.org/images/PS3_95.598B_Fnt_DD_JP09.jpg
152,2012,paintings,8,Renaissance and Baroque Art,1647,1647,1647,Portrait of a Woman (with her Husband),Painting & Drawing,"Hendrick Bloemaert (Dutch, ca. 1601-1672)",http://static.thewalters.org/images/PL1_37.2496_Fnt_TR_T01V.jpg
153,2014,tondi,8,Renaissance and Baroque Art,1500,1510,1500-1510,Madonna and Child with the Young St. John and Two Angels,Painting & Drawing,"Raffaello Botticini (Italian, 1477-after 1520)",http://static.thewalters.org/images/PL7_37.1040_Fnt_BW_H70.jpg
154,2018,color woodcuts,1,East Asian Art,1899,1899,1899,Nogaku zue,Prints,"Sakamaki Kogyo (Japanese, 1869-1927)",http://static.thewalters.org/images/PS3_95.267_Fnt_DD_JP09.jpg
155,2020,color woodcuts,1,East Asian Art,1899,1899,1899,Nogaku zue,Prints,"Sakamaki Kogyo (Japanese, 1869-1927)",http://static.thewalters.org/images/PS3_95.246_Fnt_DD_JP09.jpg
156,2023,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,Encampment of Indians,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.1940.167_Fnt_DD_KI13.jpg
157,2046,albums (books); paintings,1,East Asian Art,1867,1867,1867,Album of 16 Paintings,Painting & Drawing,"Ren Bonian (Chinese, 1840-1896)",http://static.thewalters.org/images/PL7_35.101_VwJ_TR_T90III.jpg
158,2067,oil paintings (visual works),7,18th and 19th Century Art,1817,1817,1817,"Raby Castle, the Seat of the Earl of Darlington",Painting & Drawing,"Joseph Mallord William Turner (English, 1775-1851)",http://static.thewalters.org/images/PS1_37.41_FntAftTrt_DD_T08.jpg
159,2073,drawings (visual works),7,18th and 19th Century Art,1833,1833,1833,Man Seated by a Window,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2719_Fnt_DD_KI13.jpg
160,2074,paintings,8,Renaissance and Baroque Art,1601,1700,17th century,The Note,Painting & Drawing,"Gabriel Metsu (Dutch, 1629-1667)",http://static.thewalters.org/images/PS1_37.676_Fnt_DD_T09.jpg
161,2077,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,Caravan en Route,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PL1_37.1940.51_Fnt_TR_T94II.jpg
162,2083,woodblock prints; triptychs,1,East Asian Art,1849,1853,1849-1853,Triptych: Izu no Oshima yori Fujisan enken no zu,Prints,"Sadahide (Japanese, 1807-1873)",http://static.thewalters.org/images/PL2_95.643_Fnt_BW_T97.jpg
163,2095,oil paintings (visual works),8,Renaissance and Baroque Art,1510,1515,1510-1515,Madonna and Child with St. Jerome and St. Catherine of Alexandria,Painting & Drawing,"Francesco Rizzo da Santacroce (Italian, active late 15th-early 16th century)",http://static.thewalters.org/images/PL7_37.577_Fnt_BW.jpg
164,2096,drawings (visual works),7,18th and 19th Century Art,1809,1893,19th century,Stag In The Woods,Painting & Drawing,"Karl Bodmer (Swiss, 1809-1893)",http://static.thewalters.org/images/PS1_37.2613_Fnt_DD_T10.jpg
165,2100,color woodcuts,1,East Asian Art,1847,1848,1847-1848,Seichu gishi den,Prints,"Utagawa Kuniyoshi (Japanese, 1798-1861)",http://static.thewalters.org/images/PS3_95.45_Fnt_DD_JP09.jpg
166,2120,panel paintings,8,Renaissance and Baroque Art,1500,1525,1500-1525,Profile of a Gypsy Woman ?,Painting & Drawing,Lombardy (Italian),http://static.thewalters.org/images/PL7_37.1110_Fnt_BW_H71.jpg
167,2122,watercolors (paintings),7,18th and 19th Century Art,1850,1900,2nd half 19th century,Coastal Scene,Painting & Drawing,"Alfred Thompson Bricher (American, 1837-1908)",http://static.thewalters.org/images/PS1_37.2741_Fnt_DD_T13.jpg
168,2165,drawings (visual works),7,18th and 19th Century Art,1851,1851,1851,Scene at Spa,Painting & Drawing,"Moritz Retzsch (German, 1779-1857)",http://static.thewalters.org/images/PS1_37.1277_Fnt_DD_T10.jpg
169,2181,drawings (visual works),7,18th and 19th Century Art,1855,1857,1855-1857,V'la l'coco: The Chocolate Vendor,Painting & Drawing,"Paul Gavarni (French, 1804-1866)",http://static.thewalters.org/images/PS1_37.1449_Fnt_DD_T13.jpg
170,2183,color woodcuts,1,East Asian Art,1789,1825,ca. 1801-1825,Matsumoto Koshiro V,Prints,"Toyokuni (Japanese, 1769-1825)",http://static.thewalters.org/images/PS3_95.404_Fnt_DD_JP09.jpg
171,2190,paintings,7,18th and 19th Century Art,1701,1800,18th century (?),Portrait of a Hunter,Painting & Drawing,German,http://static.thewalters.org/images/PL2_37.1010_Fnt_BW_H52.jpg
172,2233,sketches; drawings; leaf,7,18th and 19th Century Art,1800,1899,19th century,Sketch of Knight in Armor,Painting & Drawing,"Antoine-Louis Barye (French, 1795 - 1875)",http://static.thewalters.org/images/PL2_37.2257_Fnt_BW_T05.jpg
173,2235,lithographs,7,18th and 19th Century Art,1827,1838,1827-1838,Swallow-tailed Hawk,Prints,"John James Audubon (American, 1785-1851)",http://static.thewalters.org/images/PS1_93.66_Fnt_DD_T13.jpg
174,2246,oil paintings (visual works); panel paintings; portraits,7,18th and 19th Century Art,1807,1810,1807-1810,Portrait of Lady Clinton (?),Painting & Drawing,"Attributed to Sir William Beechey (British, 1753-1839)",http://static.thewalters.org/images/PL2_37.176_Fnt_BW.jpg
175,2247,woodblock prints,1,East Asian Art,1878,1878,1878,Zashiki juku doke Chushingura,Prints,"Kawanabe Gyosai (Japanese, 1831-1889)",http://static.thewalters.org/images/PS3_95.653_Fnt_DD_JP09.jpg
176,2250,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,Free Trappers in Trouble,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PL1_37.1940.163_Fnt_TR_T92I.jpg
177,2255,paintings,7,18th and 19th Century Art,1750,1750,1750,Portrait of a Woman and her Dog,Painting & Drawing,"Jean-Marc Nattier (French, 1685 - 1766)",http://static.thewalters.org/images/PS1_37.895_Fnt_DD_T17-tms.jpg
178,2256,oil paintings (visual works),8,Renaissance and Baroque Art,1720,1750,1720-1750,Rinaldo and Armida,Painting & Drawing,"Michele Rocca (Italian, ca. 1670-ca. 1751)",http://static.thewalters.org/images/PL1_37.879_Fnt_TR_T03V.jpg
179,2264,albums (books); folios (leaves),1,East Asian Art,1851,1851,1851,Leaf from Album Depicting the Sixteen Lohans (Arhats),Painting & Drawing,Shodo-sho (Japanese),http://static.thewalters.org/images/PS3_35.167.1_Fnt_DD_T09.jpg
180,2268,predellas; altarpieces; panel paintings,8,Renaissance and Baroque Art,1426,1426,1426,Christ on the Way to Calvary,Painting & Drawing,"Giovanni di Paolo (Italian, active ca. 1420-1482)",http://static.thewalters.org/images/PS1_37.489B_AftTrt_DD_T10.jpg
181,2296,oil paintings (visual works),8,Renaissance and Baroque Art,1687,1737,ca. 1712,Madonna and Child with a Franciscan Saint,Painting & Drawing,"Stefano Maria Legnani (Italian, 1660-1715)",http://static.thewalters.org/images/PL7_37.2460_Fnt_BW.jpg
182,2301,woodblock prints,1,East Asian Art,1898,1898,1898,Fuzoku ga,Prints,"Miyagawa Shuntei (Japanese, 1873-1914)",http://static.thewalters.org/images/PS3_95.648_Fnt_DD_JP09.jpg
183,2306,watercolors (paintings),7,18th and 19th Century Art,1878,1902,ca. 1890,The Fairy Tale,Painting & Drawing,"George Henry Boughton (American, 1833-1905)",http://static.thewalters.org/images/PS1_37.958_Fnt_DD_T13.jpg
184,2322,drawings (visual works),7,18th and 19th Century Art,1902,1902,1902,"Scene of a Regatta, Venice",Painting & Drawing,"Francis Hopkinson Smith (American, 1838-1915)",http://static.thewalters.org/images/PS1_37.2582_Fnt_DD_T13.jpg
185,2326,oil paintings (visual works),7,18th and 19th Century Art,1859,1859,1859,A Stream in the Adirondacks,Painting & Drawing,"James McDougal Hart (American, 1828-1901)",http://static.thewalters.org/images/PS1_37.103_Fnt_DD_T13.jpg
186,2334,color woodcuts,1,East Asian Art,1760,1849,1760-1849,Kanadehon Chushingura,Prints,"Hokusai Katsushika (Japanese, 1760-1849)",http://static.thewalters.org/images/PS3_95.663_Fnt_DD_JP09.jpg
187,2336,oil paintings (visual works),7,18th and 19th Century Art,1865,1867,1865-1867,Lost Illusions,Painting & Drawing,"Charles Gleyre (Swiss, 1806-1874)",http://static.thewalters.org/images/PL7_37.184_Fnt_TR_T03.jpg
188,2351,paintings,7,18th and 19th Century Art,1841,1841,1841,The Guardsmen,Painting & Drawing,"Alexandre-Gabriel Decamps (French, 1803-1860)",http://static.thewalters.org/images/PL2_37.849_Fnt_BW_C81.jpg
189,2359,drawings (visual works),7,18th and 19th Century Art,0,0,n.d.,Two Persons,Painting & Drawing,"Jean Louis Ernest Meissonier (French, 1815 - 1891)",http://static.thewalters.org/images/PS1_37.2606_Fnt_DD_T12.jpg
190,2373,woodblock prints,1,East Asian Art,1838,1862,ca. 1850,Three Part Woodblock Print: Kuruwa bunsho,Prints,"Konishi Hirosada (Japanese, 1810-1864)",http://static.thewalters.org/images/PL2_95.732_Fnt_BW_T93.jpg
191,2390,color woodcuts,1,East Asian Art,0,0,1899,Nogaku zue,Prints,"Sakamaki Kogyo (Japanese, 1869-1927)",http://static.thewalters.org/images/PS3_95.430_Fnt_DD_JP09.jpg
192,2414,drawings (visual works),7,18th and 19th Century Art,1862,1862,1862,Young Man with Pipe,Painting & Drawing,"Jean Baptiste Fauvelet (French, 1819-1883)",http://static.thewalters.org/images/ARG_37.1634_Fnt_UK.jpg
193,2421,color woodcuts,1,East Asian Art,1899,1899,1899,Nogaku zue,Prints,"Sakamaki Kogyo (Japanese, 1869-1927)",http://static.thewalters.org/images/PS3_95.271_Fnt_DD_JP091.jpg
194,2450,paintings,8,Renaissance and Baroque Art,1601,1700,17th century,"Tobias and the Angel (Apocrypha, Tobit, V-VI)",Painting & Drawing,"Follower of Adam Elsheimer (German, 1578-1610)",http://static.thewalters.org/images/PL7_37.1140_Fnt_BW_H56.jpg
195,2454,oil paintings (visual works),8,Renaissance and Baroque Art,1511,1527,ca. 1523-1525,Portrait of a Bolognese Gentleman in a Fur-lined Coat,Painting & Drawing,"Giuliano Bugiardini (Italian, 1475-1554)",http://static.thewalters.org/images/PL9_37.1101_Fnt_SL.jpg
196,2457,tondi,8,Renaissance and Baroque Art,1488,1512,ca. 1500,The Nativity,Painting & Drawing,"Attributed to the Pseudo Granacci (Italian, active ca. 1490-1525)",http://static.thewalters.org/images/PL7_37.584_Fnt_BW.jpg
197,2461,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,Caravan Taking to Water,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.1940.170_Fnt_DD_KI13.jpg
198,2477,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,Lake Scene - Rocky Mts.,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.1940.172_Fnt_DD_KI13.jpg
199,2482,oil paintings (visual works); panel paintings,8,Renaissance and Baroque Art,1512,1527,1512-1527,The Nativity,Painting & Drawing,"Ortolano (Italian, ca. 1500-after 1527)",http://static.thewalters.org/images/PL2_37.445_Fnt_NG_3107.jpg
200,2506,oil paintings (visual works),8,Renaissance and Baroque Art,1490,1500,1490-1500,Virgin and Child,Painting & Drawing,"Workshop of Cima de Conegliano (Italian, 1459-1517)",http://static.thewalters.org/images/PL7_37.600_Fnt_BW_H66.jpg
201,2518,panel paintings,8,Renaissance and Baroque Art,1492,1498,1492-1498,Madonna and Child,Painting & Drawing,"Attributed to Agnolo di Domenico del Mazziere (Italian, 1466 - 1513)",http://static.thewalters.org/images/PL7_37.426_Fnt_BW.jpg
